TF	target
AC233950.1_FG002	GRMZM2G034197
AC233950.1_FG002	GRMZM2G034260
AC233950.1_FG002	GRMZM2G034404
AC233950.1_FG002	GRMZM2G034471
AC233950.1_FG002	GRMZM2G034690
AC233950.1_FG002	GRMZM2G034768
AC233950.1_FG002	GRMZM2G034779
AC233950.1_FG002	GRMZM2G034810
AC233950.1_FG002	GRMZM2G034835
AC233950.1_FG002	GRMZM2G034840
AC233950.1_FG002	GRMZM2G034985
AC233950.1_FG002	GRMZM2G035103
AC233950.1_FG002	GRMZM2G035153
AC233950.1_FG002	GRMZM2G035223
AC233950.1_FG002	GRMZM2G035248
AC233950.1_FG002	GRMZM2G035256
AC233950.1_FG002	GRMZM2G035268
AC233950.1_FG002	GRMZM2G035278
AC233950.1_FG002	GRMZM2G035461
AC233950.1_FG002	GRMZM2G035465
AC233950.1_FG002	GRMZM2G035584
AC233950.1_FG002	GRMZM2G035704
AC233950.1_FG002	GRMZM2G035708
AC233950.1_FG002	GRMZM2G036092
AC233950.1_FG002	GRMZM2G036113
AC233950.1_FG002	GRMZM2G036120
AC233950.1_FG002	GRMZM2G036134
AC233950.1_FG002	GRMZM2G036262
AC233950.1_FG002	GRMZM2G036286
AC233950.1_FG002	GRMZM2G036297
AC233950.1_FG002	GRMZM2G036351
AC233950.1_FG002	GRMZM2G036368
AC233950.1_FG002	GRMZM2G036411
AC233950.1_FG002	GRMZM2G036464
AC233950.1_FG002	GRMZM2G036590
AC233950.1_FG002	GRMZM2G036980
AC233950.1_FG002	GRMZM2G037015
AC233950.1_FG002	GRMZM2G037204
AC233950.1_FG002	GRMZM2G037229
AC233950.1_FG002	GRMZM2G037342
AC233950.1_FG002	GRMZM2G037345
AC233950.1_FG002	GRMZM2G037379
AC233950.1_FG002	GRMZM2G037386
AC233950.1_FG002	GRMZM2G037472
AC233950.1_FG002	GRMZM2G037505
AC233950.1_FG002	GRMZM2G037650
AC233950.1_FG002	GRMZM2G037655
AC233950.1_FG002	GRMZM2G037685
AC233950.1_FG002	GRMZM2G037781
AC233950.1_FG002	GRMZM2G037839
AC233950.1_FG002	GRMZM2G037875
AC233950.1_FG002	GRMZM2G037910
AC233950.1_FG002	GRMZM2G038073
AC233950.1_FG002	GRMZM2G038158
AC233950.1_FG002	GRMZM2G038170
AC233950.1_FG002	GRMZM2G038183
AC233950.1_FG002	GRMZM2G038284
AC233950.1_FG002	GRMZM2G038463
AC233950.1_FG002	GRMZM2G038494
AC233950.1_FG002	GRMZM2G038519
AC233950.1_FG002	GRMZM2G038536
AC233950.1_FG002	GRMZM2G038714
AC233950.1_FG002	GRMZM2G038722
AC233950.1_FG002	GRMZM2G038783
AC233950.1_FG002	GRMZM2G038811
AC233950.1_FG002	GRMZM2G038855
AC233950.1_FG002	GRMZM2G038964
AC233950.1_FG002	GRMZM2G039113
AC233950.1_FG002	GRMZM2G039187
AC233950.1_FG002	GRMZM2G039373
AC233950.1_FG002	GRMZM2G039385
AC233950.1_FG002	GRMZM2G039399
AC233950.1_FG002	GRMZM2G039454
AC233950.1_FG002	GRMZM2G039455
AC233950.1_FG002	GRMZM2G039583
AC233950.1_FG002	GRMZM2G039886
AC233950.1_FG002	GRMZM2G039906
AC233950.1_FG002	GRMZM2G039983
AC233950.1_FG002	GRMZM2G039996
AC233950.1_FG002	GRMZM2G040094
AC233950.1_FG002	GRMZM2G040095
AC233950.1_FG002	GRMZM2G040115
AC233950.1_FG002	GRMZM2G040236
AC233950.1_FG002	GRMZM2G040247
AC233950.1_FG002	GRMZM2G040359
AC233950.1_FG002	GRMZM2G040389
AC233950.1_FG002	GRMZM2G040559
AC233950.1_FG002	GRMZM2G040660
AC233950.1_FG002	GRMZM2G040673
AC233950.1_FG002	GRMZM2G040736
AC233950.1_FG002	GRMZM2G040743
AC233950.1_FG002	GRMZM2G040762
AC233950.1_FG002	GRMZM2G040858
AC233950.1_FG002	GRMZM2G041141
AC233950.1_FG002	GRMZM2G041442
AC233950.1_FG002	GRMZM2G041462
AC233950.1_FG002	GRMZM2G041472
AC233950.1_FG002	GRMZM2G041549
AC233950.1_FG002	GRMZM2G041642
AC233950.1_FG002	GRMZM2G041694
AC233950.1_FG002	GRMZM2G041761
AC233950.1_FG002	GRMZM2G041831
AC233950.1_FG002	GRMZM2G041959
AC233950.1_FG002	GRMZM2G041994
AC233950.1_FG002	GRMZM2G042013
AC233950.1_FG002	GRMZM2G042080
AC233950.1_FG002	GRMZM2G042101
AC233950.1_FG002	GRMZM2G042198
AC233950.1_FG002	GRMZM2G042250
AC233950.1_FG002	GRMZM2G042323
AC233950.1_FG002	GRMZM2G042429
AC233950.1_FG002	GRMZM2G042539
AC233950.1_FG002	GRMZM2G042602
AC233950.1_FG002	GRMZM2G042615
AC233950.1_FG002	GRMZM2G042664
AC233950.1_FG002	GRMZM2G042756
AC233950.1_FG002	GRMZM2G042920
AC233950.1_FG002	GRMZM2G042992
AC233950.1_FG002	GRMZM2G043027
AC233950.1_FG002	GRMZM2G043035
AC233950.1_FG002	GRMZM2G043095
AC233950.1_FG002	GRMZM2G043198
AC233950.1_FG002	GRMZM2G043242
AC233950.1_FG002	GRMZM2G043348
AC233950.1_FG002	GRMZM2G043445
AC233950.1_FG002	GRMZM2G043489
AC233950.1_FG002	GRMZM2G043493
AC233950.1_FG002	GRMZM2G043500
AC233950.1_FG002	GRMZM2G043542
AC233950.1_FG002	GRMZM2G043569
AC233950.1_FG002	GRMZM2G043584
AC233950.1_FG002	GRMZM2G043600
AC233950.1_FG002	GRMZM2G043737
AC233950.1_FG002	GRMZM2G043854
AC233950.1_FG002	GRMZM2G043921
AC233950.1_FG002	GRMZM2G043943
AC233950.1_FG002	GRMZM2G043948
AC233950.1_FG002	GRMZM2G044027
AC233950.1_FG002	GRMZM2G044077
AC233950.1_FG002	GRMZM2G044247
AC233950.1_FG002	GRMZM2G044281
AC233950.1_FG002	GRMZM2G044382
AC233950.1_FG002	GRMZM2G044383
AC233950.1_FG002	GRMZM2G044388
AC233950.1_FG002	GRMZM2G044469
AC233950.1_FG002	GRMZM2G044670
AC233950.1_FG002	GRMZM2G044752
AC233950.1_FG002	GRMZM2G044884
AC233950.1_FG002	GRMZM2G044900
AC233950.1_FG002	GRMZM2G044902
AC233950.1_FG002	GRMZM2G045049
AC233950.1_FG002	GRMZM2G045243
AC233950.1_FG002	GRMZM2G045531
AC233950.1_FG002	GRMZM2G045664
AC233950.1_FG002	GRMZM2G045678
AC233950.1_FG002	GRMZM2G045720
AC233950.1_FG002	GRMZM2G045977
AC233950.1_FG002	GRMZM2G046024
AC233950.1_FG002	GRMZM2G046058
AC233950.1_FG002	GRMZM2G046059
AC233950.1_FG002	GRMZM2G046065
AC233950.1_FG002	GRMZM2G046297
AC233950.1_FG002	GRMZM2G046316
AC233950.1_FG002	GRMZM2G046353
AC233950.1_FG002	GRMZM2G046436
AC233950.1_FG002	GRMZM2G046459
AC233950.1_FG002	GRMZM2G046583
AC233950.1_FG002	GRMZM2G046618
AC233950.1_FG002	GRMZM2G046729
AC233950.1_FG002	GRMZM2G046909
AC233950.1_FG002	GRMZM2G046911
AC233950.1_FG002	GRMZM2G047055
AC233950.1_FG002	GRMZM2G047124
AC233950.1_FG002	GRMZM2G047128
AC233950.1_FG002	GRMZM2G047167
AC233950.1_FG002	GRMZM2G047208
AC233950.1_FG002	GRMZM2G047274
AC233950.1_FG002	GRMZM2G047310
AC233950.1_FG002	GRMZM2G047365
AC233950.1_FG002	GRMZM2G047384
AC233950.1_FG002	GRMZM2G047404
AC233950.1_FG002	GRMZM2G047422
AC233950.1_FG002	GRMZM2G047456
AC233950.1_FG002	GRMZM2G047474
AC233950.1_FG002	GRMZM2G047590
AC233950.1_FG002	GRMZM2G047607
AC233950.1_FG002	GRMZM2G047656
AC233950.1_FG002	GRMZM2G047851
AC233950.1_FG002	GRMZM2G047954
AC233950.1_FG002	GRMZM2G047995
AC233950.1_FG002	GRMZM2G048008
AC233950.1_FG002	GRMZM2G048172
AC233950.1_FG002	GRMZM2G048243
AC233950.1_FG002	GRMZM2G048294
AC233950.1_FG002	GRMZM2G048335
AC233950.1_FG002	GRMZM2G048450
AC233950.1_FG002	GRMZM2G048455
AC233950.1_FG002	GRMZM2G048472
AC233950.1_FG002	GRMZM2G048635
AC233950.1_FG002	GRMZM2G048651
AC233950.1_FG002	GRMZM2G048740
AC233950.1_FG002	GRMZM2G048763
AC233950.1_FG002	GRMZM2G048791
AC233950.1_FG002	GRMZM2G048806
AC233950.1_FG002	GRMZM2G048854
AC233950.1_FG002	GRMZM2G048892
AC233950.1_FG002	GRMZM2G048919
AC233950.1_FG002	GRMZM2G049070
AC233950.1_FG002	GRMZM2G049127
AC233950.1_FG002	GRMZM2G049151
AC233950.1_FG002	GRMZM2G049159
AC233950.1_FG002	GRMZM2G049173
AC233950.1_FG002	GRMZM2G049185
AC233950.1_FG002	GRMZM2G049190
AC233950.1_FG002	GRMZM2G049211
AC233950.1_FG002	GRMZM2G049269
AC233950.1_FG002	GRMZM2G049318
AC233950.1_FG002	GRMZM2G049346
AC233950.1_FG002	GRMZM2G049349
AC233950.1_FG002	GRMZM2G049364
AC233950.1_FG002	GRMZM2G049418
AC233950.1_FG002	GRMZM2G049549
AC233950.1_FG002	GRMZM2G049912
AC233950.1_FG002	GRMZM2G049913
AC233950.1_FG002	GRMZM2G050172
AC233950.1_FG002	GRMZM2G050216
AC233950.1_FG002	GRMZM2G050234
AC233950.1_FG002	GRMZM2G050262
AC233950.1_FG002	GRMZM2G050268
AC233950.1_FG002	GRMZM2G050305
AC233950.1_FG002	GRMZM2G050450
AC233950.1_FG002	GRMZM2G050495
AC233950.1_FG002	GRMZM2G050512
AC233950.1_FG002	GRMZM2G050548
AC233950.1_FG002	GRMZM2G050550
AC233950.1_FG002	GRMZM2G050684
AC233950.1_FG002	GRMZM2G050734
AC233950.1_FG002	GRMZM2G050915
AC233950.1_FG002	GRMZM2G050937
AC233950.1_FG002	GRMZM2G050952
AC233950.1_FG002	GRMZM2G050971
AC233950.1_FG002	GRMZM2G050982
AC233950.1_FG002	GRMZM2G051032
AC233950.1_FG002	GRMZM2G051050
AC233950.1_FG002	GRMZM2G051059
AC233950.1_FG002	GRMZM2G051103
AC233950.1_FG002	GRMZM2G051151
AC233950.1_FG002	GRMZM2G051153
AC233950.1_FG002	GRMZM2G051256
AC233950.1_FG002	GRMZM2G051522
AC233950.1_FG002	GRMZM2G051528
AC233950.1_FG002	GRMZM2G051571
AC233950.1_FG002	GRMZM2G051619
AC233950.1_FG002	GRMZM2G051689
AC233950.1_FG002	GRMZM2G051745
AC233950.1_FG002	GRMZM2G051753
AC233950.1_FG002	GRMZM2G051984
AC233950.1_FG002	GRMZM2G052148
AC233950.1_FG002	GRMZM2G052206
AC233950.1_FG002	GRMZM2G052339
AC233950.1_FG002	GRMZM2G052365
AC233950.1_FG002	GRMZM2G052423
AC233950.1_FG002	GRMZM2G052442
AC233950.1_FG002	GRMZM2G052467
AC233950.1_FG002	GRMZM2G052476
AC233950.1_FG002	GRMZM2G052546
AC233950.1_FG002	GRMZM2G052667
AC233950.1_FG002	GRMZM2G052696
AC233950.1_FG002	GRMZM2G052720
AC233950.1_FG002	GRMZM2G052740
AC233950.1_FG002	GRMZM2G052750
AC233950.1_FG002	GRMZM2G052855
AC233950.1_FG002	GRMZM2G053004
AC233950.1_FG002	GRMZM2G053111
AC233950.1_FG002	GRMZM2G053140
AC233950.1_FG002	GRMZM2G053273
AC233950.1_FG002	GRMZM2G053311
AC233950.1_FG002	GRMZM2G053397
AC233950.1_FG002	GRMZM2G053434
AC233950.1_FG002	GRMZM2G053458
AC233950.1_FG002	GRMZM2G053511
AC233950.1_FG002	GRMZM2G053627
AC233950.1_FG002	GRMZM2G053726
AC233950.1_FG002	GRMZM2G053803
AC233950.1_FG002	GRMZM2G053831
AC233950.1_FG002	GRMZM2G053991
AC233950.1_FG002	GRMZM2G054013
AC233950.1_FG002	GRMZM2G054032
AC233950.1_FG002	GRMZM2G054050
AC233950.1_FG002	GRMZM2G054123
AC233950.1_FG002	GRMZM2G054162
AC233950.1_FG002	GRMZM2G054227
AC233950.1_FG002	GRMZM2G054250
AC233950.1_FG002	GRMZM2G054350
AC233950.1_FG002	GRMZM2G054354
AC233950.1_FG002	GRMZM2G054361
AC233950.1_FG002	GRMZM2G054393
AC233950.1_FG002	GRMZM2G054522
AC233950.1_FG002	GRMZM2G054537
AC233950.1_FG002	GRMZM2G054621
AC233950.1_FG002	GRMZM2G054634
AC233950.1_FG002	GRMZM2G054912
AC233950.1_FG002	GRMZM2G054916
AC233950.1_FG002	GRMZM2G054936
AC233950.1_FG002	GRMZM2G055143
AC233950.1_FG002	GRMZM2G055158
AC233950.1_FG002	GRMZM2G055216
AC233950.1_FG002	GRMZM2G055331
AC233950.1_FG002	GRMZM2G055467
AC233950.1_FG002	GRMZM2G055678
AC233950.1_FG002	GRMZM2G055698
AC233950.1_FG002	GRMZM2G055699
AC233950.1_FG002	GRMZM2G055704
AC233950.1_FG002	GRMZM2G055737
AC233950.1_FG002	GRMZM2G055898
AC233950.1_FG002	GRMZM2G056038
AC233950.1_FG002	GRMZM2G056120
AC233950.1_FG002	GRMZM2G056236
AC233950.1_FG002	GRMZM2G056407
AC233950.1_FG002	GRMZM2G056600
AC233950.1_FG002	GRMZM2G056608
AC233950.1_FG002	GRMZM2G056762
AC233950.1_FG002	GRMZM2G056786
AC233950.1_FG002	GRMZM2G056804
AC233950.1_FG002	GRMZM2G056983
AC233950.1_FG002	GRMZM2G056988
AC233950.1_FG002	GRMZM2G057006
AC233950.1_FG002	GRMZM2G057023
AC233950.1_FG002	GRMZM2G057057
AC233950.1_FG002	GRMZM2G057247
AC233950.1_FG002	GRMZM2G057265
AC233950.1_FG002	GRMZM2G057380
AC233950.1_FG002	GRMZM2G057436
AC233950.1_FG002	GRMZM2G057466
AC233950.1_FG002	GRMZM2G057475
AC233950.1_FG002	GRMZM2G057509
AC233950.1_FG002	GRMZM2G057618
AC233950.1_FG002	GRMZM2G057623
AC233950.1_FG002	GRMZM2G057724
AC233950.1_FG002	GRMZM2G058024
AC233950.1_FG002	GRMZM2G058087
AC233950.1_FG002	GRMZM2G058197
AC233950.1_FG002	GRMZM2G058220
AC233950.1_FG002	GRMZM2G058305
AC233950.1_FG002	GRMZM2G058366
AC233950.1_FG002	GRMZM2G058481
AC233950.1_FG002	GRMZM2G058491
AC233950.1_FG002	GRMZM2G058584
AC233950.1_FG002	GRMZM2G058690
AC233950.1_FG002	GRMZM2G058734
AC233950.1_FG002	GRMZM2G058745
AC233950.1_FG002	GRMZM2G058760
AC233950.1_FG002	GRMZM2G059013
AC233950.1_FG002	GRMZM2G059021
AC233950.1_FG002	GRMZM2G059029
AC233950.1_FG002	GRMZM2G059037
AC233950.1_FG002	GRMZM2G059064
AC233950.1_FG002	GRMZM2G059073
AC233950.1_FG002	GRMZM2G059102
AC233950.1_FG002	GRMZM2G059106
AC233950.1_FG002	GRMZM2G059117
AC233950.1_FG002	GRMZM2G059134
AC233950.1_FG002	GRMZM2G059191
AC233950.1_FG002	GRMZM2G059299
AC233950.1_FG002	GRMZM2G059381
AC233950.1_FG002	GRMZM2G059397
AC233950.1_FG002	GRMZM2G059453
AC233950.1_FG002	GRMZM2G059671
AC233950.1_FG002	GRMZM2G059693
AC233950.1_FG002	GRMZM2G059799
AC233950.1_FG002	GRMZM2G059887
AC233950.1_FG002	GRMZM2G059937
AC233950.1_FG002	GRMZM2G059939
AC233950.1_FG002	GRMZM2G060029
AC233950.1_FG002	GRMZM2G060150
AC233950.1_FG002	GRMZM2G060161
AC233950.1_FG002	GRMZM2G060210
AC233950.1_FG002	GRMZM2G060216
AC233950.1_FG002	GRMZM2G060257
AC233950.1_FG002	GRMZM2G060271
AC233950.1_FG002	GRMZM2G060485
AC233950.1_FG002	GRMZM2G060511
AC233950.1_FG002	GRMZM2G060544
AC233950.1_FG002	GRMZM2G060554
AC233950.1_FG002	GRMZM2G060561
AC233950.1_FG002	GRMZM2G060630
AC233950.1_FG002	GRMZM2G060742
AC233950.1_FG002	GRMZM2G060842
AC233950.1_FG002	GRMZM2G060876
AC233950.1_FG002	GRMZM2G060918
AC233950.1_FG002	GRMZM2G060952
AC233950.1_FG002	GRMZM2G061096
AC233950.1_FG002	GRMZM2G061099
AC233950.1_FG002	GRMZM2G061202
AC233950.1_FG002	GRMZM2G061206
AC233950.1_FG002	GRMZM2G061287
AC233950.1_FG002	GRMZM2G061292
AC233950.1_FG002	GRMZM2G061398
AC233950.1_FG002	GRMZM2G061515
AC233950.1_FG002	GRMZM2G061602
AC233950.1_FG002	GRMZM2G061672
AC233950.1_FG002	GRMZM2G061833
AC233950.1_FG002	GRMZM2G061885
AC233950.1_FG002	GRMZM2G061910
AC233950.1_FG002	GRMZM2G061938
AC233950.1_FG002	GRMZM2G061941
AC233950.1_FG002	GRMZM2G061950
AC233950.1_FG002	GRMZM2G062121
AC233950.1_FG002	GRMZM2G062129
AC233950.1_FG002	GRMZM2G062151
AC233950.1_FG002	GRMZM2G062160
AC233950.1_FG002	GRMZM2G062318
AC233950.1_FG002	GRMZM2G062354
AC233950.1_FG002	GRMZM2G062390
AC233950.1_FG002	GRMZM2G062425
AC233950.1_FG002	GRMZM2G062458
AC233950.1_FG002	GRMZM2G062471
AC233950.1_FG002	GRMZM2G062499
AC233950.1_FG002	GRMZM2G062552
AC233950.1_FG002	GRMZM2G062554
AC233950.1_FG002	GRMZM2G062600
AC233950.1_FG002	GRMZM2G062650
AC233950.1_FG002	GRMZM2G062724
AC233950.1_FG002	GRMZM2G062848
AC233950.1_FG002	GRMZM2G062885
AC233950.1_FG002	GRMZM2G062914
AC233950.1_FG002	GRMZM2G063025
AC233950.1_FG002	GRMZM2G063069
AC233950.1_FG002	GRMZM2G063151
AC233950.1_FG002	GRMZM2G063220
AC233950.1_FG002	GRMZM2G063256
AC233950.1_FG002	GRMZM2G063276
AC233950.1_FG002	GRMZM2G063533
AC233950.1_FG002	GRMZM2G063647
AC233950.1_FG002	GRMZM2G063657
AC233950.1_FG002	GRMZM2G063875
AC233950.1_FG002	GRMZM2G063931
AC233950.1_FG002	GRMZM2G064083
AC233950.1_FG002	GRMZM2G064159
AC233950.1_FG002	GRMZM2G064162
AC233950.1_FG002	GRMZM2G064163
AC233950.1_FG002	GRMZM2G064426
AC233950.1_FG002	GRMZM2G064708
AC233950.1_FG002	GRMZM2G064710
AC233950.1_FG002	GRMZM2G064753
AC233950.1_FG002	GRMZM2G064831
AC233950.1_FG002	GRMZM2G064853
AC233950.1_FG002	GRMZM2G064903
AC233950.1_FG002	GRMZM2G064948
AC233950.1_FG002	GRMZM2G065012
AC233950.1_FG002	GRMZM2G065066
AC233950.1_FG002	GRMZM2G065144
AC233950.1_FG002	GRMZM2G065225
AC233950.1_FG002	GRMZM2G065244
AC233950.1_FG002	GRMZM2G065317
AC233950.1_FG002	GRMZM2G065394
AC233950.1_FG002	GRMZM2G065538
AC233950.1_FG002	GRMZM2G065888
AC233950.1_FG002	GRMZM2G065928
AC233950.1_FG002	GRMZM2G065950
AC233950.1_FG002	GRMZM2G066024
AC233950.1_FG002	GRMZM2G066041
AC233950.1_FG002	GRMZM2G066158
AC233950.1_FG002	GRMZM2G066191
AC233950.1_FG002	GRMZM2G066204
AC233950.1_FG002	GRMZM2G066213
AC233950.1_FG002	GRMZM2G066388
AC233950.1_FG002	GRMZM2G066449
AC233950.1_FG002	GRMZM2G067019
AC233950.1_FG002	GRMZM2G067022
AC233950.1_FG002	GRMZM2G067053
AC233950.1_FG002	GRMZM2G067063
AC233950.1_FG002	GRMZM2G067122
AC233950.1_FG002	GRMZM2G067371
AC233950.1_FG002	GRMZM2G067417
AC233950.1_FG002	GRMZM2G067421
AC233950.1_FG002	GRMZM2G067424
AC233950.1_FG002	GRMZM2G067520
AC233950.1_FG002	GRMZM2G067583
AC233950.1_FG002	GRMZM2G067600
AC233950.1_FG002	GRMZM2G067624
AC233950.1_FG002	GRMZM2G067919
AC233950.1_FG002	GRMZM2G067992
AC233950.1_FG002	GRMZM2G068059
AC233950.1_FG002	GRMZM2G068117
AC233950.1_FG002	GRMZM2G068177
AC233950.1_FG002	GRMZM2G068336
AC233950.1_FG002	GRMZM2G068443
AC233950.1_FG002	GRMZM2G068590
AC233950.1_FG002	GRMZM2G068665
AC233950.1_FG002	GRMZM2G068701
AC233950.1_FG002	GRMZM2G068913
AC233950.1_FG002	GRMZM2G068917
AC233950.1_FG002	GRMZM2G068955
AC233950.1_FG002	GRMZM2G068967
AC233950.1_FG002	GRMZM2G068982
AC233950.1_FG002	GRMZM2G069016
AC233950.1_FG002	GRMZM2G069018
AC233950.1_FG002	GRMZM2G069092
AC233950.1_FG002	GRMZM2G069162
AC233950.1_FG002	GRMZM2G069218
AC233950.1_FG002	GRMZM2G069260
AC233950.1_FG002	GRMZM2G069325
AC233950.1_FG002	GRMZM2G069656
AC233950.1_FG002	GRMZM2G069687
AC233950.1_FG002	GRMZM2G069694
AC233950.1_FG002	GRMZM2G069708
AC233950.1_FG002	GRMZM2G069765
AC233950.1_FG002	GRMZM2G069830
AC233950.1_FG002	GRMZM2G069856
AC233950.1_FG002	GRMZM2G069905
AC233950.1_FG002	GRMZM2G069928
AC233950.1_FG002	GRMZM2G069976
AC233950.1_FG002	GRMZM2G070075
AC233950.1_FG002	GRMZM2G070092
AC233950.1_FG002	GRMZM2G070138
AC233950.1_FG002	GRMZM2G070199
AC233950.1_FG002	GRMZM2G070239
AC233950.1_FG002	GRMZM2G070295
AC233950.1_FG002	GRMZM2G070360
AC233950.1_FG002	GRMZM2G070375
AC233950.1_FG002	GRMZM2G070442
AC233950.1_FG002	GRMZM2G070693
AC233950.1_FG002	GRMZM2G070716
AC233950.1_FG002	GRMZM2G071089
AC233950.1_FG002	GRMZM2G071101
AC233950.1_FG002	GRMZM2G071157
AC233950.1_FG002	GRMZM2G071277
AC233950.1_FG002	GRMZM2G071325
AC233950.1_FG002	GRMZM2G071575
AC233950.1_FG002	GRMZM2G071645
AC233950.1_FG002	GRMZM2G071739
AC233950.1_FG002	GRMZM2G071768
AC233950.1_FG002	GRMZM2G071790
AC233950.1_FG002	GRMZM2G071970
AC233950.1_FG002	GRMZM2G071996
AC233950.1_FG002	GRMZM2G072034
AC233950.1_FG002	GRMZM2G072048
AC233950.1_FG002	GRMZM2G072065
AC233950.1_FG002	GRMZM2G072174
AC233950.1_FG002	GRMZM2G072274
AC233950.1_FG002	GRMZM2G072280
AC233950.1_FG002	GRMZM2G072322
AC233950.1_FG002	GRMZM2G072337
AC233950.1_FG002	GRMZM2G072342
AC233950.1_FG002	GRMZM2G072376
AC233950.1_FG002	GRMZM2G072513
AC233950.1_FG002	GRMZM2G072518
AC233950.1_FG002	GRMZM2G072578
AC233950.1_FG002	GRMZM2G072584
AC233950.1_FG002	GRMZM2G072614
AC233950.1_FG002	GRMZM2G072669
AC233950.1_FG002	GRMZM2G072682
AC233950.1_FG002	GRMZM2G072814
AC233950.1_FG002	GRMZM2G072820
AC233950.1_FG002	GRMZM2G072850
AC233950.1_FG002	GRMZM2G072853
AC233950.1_FG002	GRMZM2G072911
AC233950.1_FG002	GRMZM2G072955
AC233950.1_FG002	GRMZM2G073044
AC233950.1_FG002	GRMZM2G073199
AC233950.1_FG002	GRMZM2G073250
AC233950.1_FG002	GRMZM2G073303
AC233950.1_FG002	GRMZM2G073312
AC233950.1_FG002	GRMZM2G073324
AC233950.1_FG002	GRMZM2G073347
AC233950.1_FG002	GRMZM2G073401
AC233950.1_FG002	GRMZM2G073465
AC233950.1_FG002	GRMZM2G073622
AC233950.1_FG002	GRMZM2G073738
AC233950.1_FG002	GRMZM2G073755
AC233950.1_FG002	GRMZM2G073770
AC233950.1_FG002	GRMZM2G073931
AC233950.1_FG002	GRMZM2G074094
AC233950.1_FG002	GRMZM2G074099
AC233950.1_FG002	GRMZM2G074317
AC233950.1_FG002	GRMZM2G074361
AC233950.1_FG002	GRMZM2G074381
AC233950.1_FG002	GRMZM2G074404
AC233950.1_FG002	GRMZM2G074427
AC233950.1_FG002	GRMZM2G074645
AC233950.1_FG002	GRMZM2G074871
AC233950.1_FG002	GRMZM2G074956
AC233950.1_FG002	GRMZM2G074957
AC233950.1_FG002	GRMZM2G074987
AC233950.1_FG002	GRMZM2G075002
AC233950.1_FG002	GRMZM2G075023
AC233950.1_FG002	GRMZM2G075117
AC233950.1_FG002	GRMZM2G075122
AC233950.1_FG002	GRMZM2G075158
AC233950.1_FG002	GRMZM2G075245
AC233950.1_FG002	GRMZM2G075255
AC233950.1_FG002	GRMZM2G075262
AC233950.1_FG002	GRMZM2G075330
AC233950.1_FG002	GRMZM2G075366
AC233950.1_FG002	GRMZM2G075372
AC233950.1_FG002	GRMZM2G075505
AC233950.1_FG002	GRMZM2G075563
AC233950.1_FG002	GRMZM2G075588
AC233950.1_FG002	GRMZM2G075630
AC233950.1_FG002	GRMZM2G075655
AC233950.1_FG002	GRMZM2G075701
AC233950.1_FG002	GRMZM2G075712
AC233950.1_FG002	GRMZM2G075796
AC233950.1_FG002	GRMZM2G075839
AC233950.1_FG002	GRMZM2G075870
AC233950.1_FG002	GRMZM2G075892
AC233950.1_FG002	GRMZM2G075901
AC233950.1_FG002	GRMZM2G075988
AC233950.1_FG002	GRMZM2G076006
AC233950.1_FG002	GRMZM2G076029
AC233950.1_FG002	GRMZM2G076049
AC233950.1_FG002	GRMZM2G076056
AC233950.1_FG002	GRMZM2G076062
AC233950.1_FG002	GRMZM2G076423
AC233950.1_FG002	GRMZM2G076584
AC233950.1_FG002	GRMZM2G076634
AC233950.1_FG002	GRMZM2G076636
AC233950.1_FG002	GRMZM2G076676
AC233950.1_FG002	GRMZM2G076705
AC233950.1_FG002	GRMZM2G076826
AC233950.1_FG002	GRMZM2G077034
AC233950.1_FG002	GRMZM2G077045
AC233950.1_FG002	GRMZM2G077088
AC233950.1_FG002	GRMZM2G077127
AC233950.1_FG002	GRMZM2G077356
AC233950.1_FG002	GRMZM2G077375
AC233950.1_FG002	GRMZM2G077389
AC233950.1_FG002	GRMZM2G077401
AC233950.1_FG002	GRMZM2G077404
AC233950.1_FG002	GRMZM2G077752
AC233950.1_FG002	GRMZM2G077755
AC233950.1_FG002	GRMZM2G077776
AC233950.1_FG002	GRMZM2G077897
AC233950.1_FG002	GRMZM2G078025
AC233950.1_FG002	GRMZM2G078058
AC233950.1_FG002	GRMZM2G078077
AC233950.1_FG002	GRMZM2G078204
AC233950.1_FG002	GRMZM2G078246
AC233950.1_FG002	GRMZM2G078274
AC233950.1_FG002	GRMZM2G078368
AC233950.1_FG002	GRMZM2G078458
AC233950.1_FG002	GRMZM2G078469
AC233950.1_FG002	GRMZM2G078472
AC233950.1_FG002	GRMZM2G078501
AC233950.1_FG002	GRMZM2G078641
AC233950.1_FG002	GRMZM2G078650
AC233950.1_FG002	GRMZM2G078691
AC233950.1_FG002	GRMZM2G078779
AC233950.1_FG002	GRMZM2G078806
AC233950.1_FG002	GRMZM2G078820
AC233950.1_FG002	GRMZM2G078832
AC233950.1_FG002	GRMZM2G079080
AC233950.1_FG002	GRMZM2G079082
AC233950.1_FG002	GRMZM2G079083
AC233950.1_FG002	GRMZM2G079100
AC233950.1_FG002	GRMZM2G079127
AC233950.1_FG002	GRMZM2G079185
AC233950.1_FG002	GRMZM2G079236
AC233950.1_FG002	GRMZM2G079298
AC233950.1_FG002	GRMZM2G079303
AC233950.1_FG002	GRMZM2G079316
AC233950.1_FG002	GRMZM2G079323
AC233950.1_FG002	GRMZM2G079339
AC233950.1_FG002	GRMZM2G079353
AC233950.1_FG002	GRMZM2G079365
