TF	target
AC233950.1_FG002	GRMZM2G079381
AC233950.1_FG002	GRMZM2G079470
AC233950.1_FG002	GRMZM2G079499
AC233950.1_FG002	GRMZM2G079583
AC233950.1_FG002	GRMZM2G079619
AC233950.1_FG002	GRMZM2G079629
AC233950.1_FG002	GRMZM2G079668
AC233950.1_FG002	GRMZM2G079669
AC233950.1_FG002	GRMZM2G079746
AC233950.1_FG002	GRMZM2G079938
AC233950.1_FG002	GRMZM2G079956
AC233950.1_FG002	GRMZM2G080034
AC233950.1_FG002	GRMZM2G080041
AC233950.1_FG002	GRMZM2G080054
AC233950.1_FG002	GRMZM2G080110
AC233950.1_FG002	GRMZM2G080120
AC233950.1_FG002	GRMZM2G080174
AC233950.1_FG002	GRMZM2G080183
AC233950.1_FG002	GRMZM2G080295
AC233950.1_FG002	GRMZM2G080499
AC233950.1_FG002	GRMZM2G080512
AC233950.1_FG002	GRMZM2G080524
AC233950.1_FG002	GRMZM2G080549
AC233950.1_FG002	GRMZM2G080567
AC233950.1_FG002	GRMZM2G080583
AC233950.1_FG002	GRMZM2G080586
AC233950.1_FG002	GRMZM2G080652
AC233950.1_FG002	GRMZM2G080816
AC233950.1_FG002	GRMZM2G081158
AC233950.1_FG002	GRMZM2G081188
AC233950.1_FG002	GRMZM2G081214
AC233950.1_FG002	GRMZM2G081406
AC233950.1_FG002	GRMZM2G081445
AC233950.1_FG002	GRMZM2G081529
AC233950.1_FG002	GRMZM2G081554
AC233950.1_FG002	GRMZM2G081676
AC233950.1_FG002	GRMZM2G081782
AC233950.1_FG002	GRMZM2G081803
AC233950.1_FG002	GRMZM2G081886
AC233950.1_FG002	GRMZM2G081888
AC233950.1_FG002	GRMZM2G081892
AC233950.1_FG002	GRMZM2G081949
AC233950.1_FG002	GRMZM2G082032
AC233950.1_FG002	GRMZM2G082034
AC233950.1_FG002	GRMZM2G082087
AC233950.1_FG002	GRMZM2G082097
AC233950.1_FG002	GRMZM2G082312
AC233950.1_FG002	GRMZM2G082318
AC233950.1_FG002	GRMZM2G082362
AC233950.1_FG002	GRMZM2G082365
AC233950.1_FG002	GRMZM2G082372
AC233950.1_FG002	GRMZM2G082376
AC233950.1_FG002	GRMZM2G082390
AC233950.1_FG002	GRMZM2G082487
AC233950.1_FG002	GRMZM2G082512
AC233950.1_FG002	GRMZM2G082670
AC233950.1_FG002	GRMZM2G082677
AC233950.1_FG002	GRMZM2G082809
AC233950.1_FG002	GRMZM2G082998
AC233950.1_FG002	GRMZM2G083284
AC233950.1_FG002	GRMZM2G083328
AC233950.1_FG002	GRMZM2G083367
AC233950.1_FG002	GRMZM2G083394
AC233950.1_FG002	GRMZM2G083402
AC233950.1_FG002	GRMZM2G083437
AC233950.1_FG002	GRMZM2G083477
AC233950.1_FG002	GRMZM2G083515
AC233950.1_FG002	GRMZM2G083526
AC233950.1_FG002	GRMZM2G083655
AC233950.1_FG002	GRMZM2G083894
AC233950.1_FG002	GRMZM2G083932
AC233950.1_FG002	GRMZM2G084005
AC233950.1_FG002	GRMZM2G084296
AC233950.1_FG002	GRMZM2G084583
AC233950.1_FG002	GRMZM2G084717
AC233950.1_FG002	GRMZM2G084779
AC233950.1_FG002	GRMZM2G084984
AC233950.1_FG002	GRMZM2G085111
AC233950.1_FG002	GRMZM2G085218
AC233950.1_FG002	GRMZM2G085246
AC233950.1_FG002	GRMZM2G085661
AC233950.1_FG002	GRMZM2G085854
AC233950.1_FG002	GRMZM2G085945
AC233950.1_FG002	GRMZM2G085964
AC233950.1_FG002	GRMZM2G086027
AC233950.1_FG002	GRMZM2G086030
AC233950.1_FG002	GRMZM2G086088
AC233950.1_FG002	GRMZM2G086116
AC233950.1_FG002	GRMZM2G086132
AC233950.1_FG002	GRMZM2G086136
AC233950.1_FG002	GRMZM2G086403
AC233950.1_FG002	GRMZM2G086474
AC233950.1_FG002	GRMZM2G086496
AC233950.1_FG002	GRMZM2G086553
AC233950.1_FG002	GRMZM2G086573
AC233950.1_FG002	GRMZM2G086577
AC233950.1_FG002	GRMZM2G086587
AC233950.1_FG002	GRMZM2G086614
AC233950.1_FG002	GRMZM2G086714
AC233950.1_FG002	GRMZM2G086876
AC233950.1_FG002	GRMZM2G086949
AC233950.1_FG002	GRMZM2G087117
AC233950.1_FG002	GRMZM2G087186
AC233950.1_FG002	GRMZM2G087201
AC233950.1_FG002	GRMZM2G087312
AC233950.1_FG002	GRMZM2G087451
AC233950.1_FG002	GRMZM2G087600
AC233950.1_FG002	GRMZM2G087625
AC233950.1_FG002	GRMZM2G087662
AC233950.1_FG002	GRMZM2G087675
AC233950.1_FG002	GRMZM2G087787
AC233950.1_FG002	GRMZM2G088114
AC233950.1_FG002	GRMZM2G088189
AC233950.1_FG002	GRMZM2G088208
AC233950.1_FG002	GRMZM2G088242
AC233950.1_FG002	GRMZM2G088356
AC233950.1_FG002	GRMZM2G088524
AC233950.1_FG002	GRMZM2G088613
AC233950.1_FG002	GRMZM2G088737
AC233950.1_FG002	GRMZM2G088753
AC233950.1_FG002	GRMZM2G088819
AC233950.1_FG002	GRMZM2G089050
AC233950.1_FG002	GRMZM2G089102
AC233950.1_FG002	GRMZM2G089118
AC233950.1_FG002	GRMZM2G089119
AC233950.1_FG002	GRMZM2G089132
AC233950.1_FG002	GRMZM2G089244
AC233950.1_FG002	GRMZM2G089308
AC233950.1_FG002	GRMZM2G089361
AC233950.1_FG002	GRMZM2G089425
AC233950.1_FG002	GRMZM2G089454
AC233950.1_FG002	GRMZM2G089501
AC233950.1_FG002	GRMZM2G089525
AC233950.1_FG002	GRMZM2G089619
AC233950.1_FG002	GRMZM2G089736
AC233950.1_FG002	GRMZM2G089743
AC233950.1_FG002	GRMZM2G089767
AC233950.1_FG002	GRMZM2G089854
AC233950.1_FG002	GRMZM2G089873
AC233950.1_FG002	GRMZM2G089948
AC233950.1_FG002	GRMZM2G089995
AC233950.1_FG002	GRMZM2G090010
AC233950.1_FG002	GRMZM2G090034
AC233950.1_FG002	GRMZM2G090087
AC233950.1_FG002	GRMZM2G090269
AC233950.1_FG002	GRMZM2G090274
AC233950.1_FG002	GRMZM2G090279
AC233950.1_FG002	GRMZM2G090435
AC233950.1_FG002	GRMZM2G090493
AC233950.1_FG002	GRMZM2G090739
AC233950.1_FG002	GRMZM2G090747
AC233950.1_FG002	GRMZM2G091031
AC233950.1_FG002	GRMZM2G091044
AC233950.1_FG002	GRMZM2G091124
AC233950.1_FG002	GRMZM2G091169
AC233950.1_FG002	GRMZM2G091226
AC233950.1_FG002	GRMZM2G091358
AC233950.1_FG002	GRMZM2G091456
AC233950.1_FG002	GRMZM2G091487
AC233950.1_FG002	GRMZM2G091527
AC233950.1_FG002	GRMZM2G091535
AC233950.1_FG002	GRMZM2G091578
AC233950.1_FG002	GRMZM2G091579
AC233950.1_FG002	GRMZM2G091581
AC233950.1_FG002	GRMZM2G091656
AC233950.1_FG002	GRMZM2G091857
AC233950.1_FG002	GRMZM2G092165
AC233950.1_FG002	GRMZM2G092174
AC233950.1_FG002	GRMZM2G092232
AC233950.1_FG002	GRMZM2G092338
AC233950.1_FG002	GRMZM2G092365
AC233950.1_FG002	GRMZM2G092427
AC233950.1_FG002	GRMZM2G092432
AC233950.1_FG002	GRMZM2G092465
AC233950.1_FG002	GRMZM2G092525
AC233950.1_FG002	GRMZM2G092550
AC233950.1_FG002	GRMZM2G092571
AC233950.1_FG002	GRMZM2G092581
AC233950.1_FG002	GRMZM2G092632
AC233950.1_FG002	GRMZM2G092739
AC233950.1_FG002	GRMZM2G092759
AC233950.1_FG002	GRMZM2G092793
AC233950.1_FG002	GRMZM2G092817
AC233950.1_FG002	GRMZM2G092823
AC233950.1_FG002	GRMZM2G092862
AC233950.1_FG002	GRMZM2G092877
AC233950.1_FG002	GRMZM2G092925
AC233950.1_FG002	GRMZM2G092945
AC233950.1_FG002	GRMZM2G093032
AC233950.1_FG002	GRMZM2G093098
AC233950.1_FG002	GRMZM2G093119
AC233950.1_FG002	GRMZM2G093210
AC233950.1_FG002	GRMZM2G093217
AC233950.1_FG002	GRMZM2G093246
AC233950.1_FG002	GRMZM2G093272
AC233950.1_FG002	GRMZM2G093305
AC233950.1_FG002	GRMZM2G093346
AC233950.1_FG002	GRMZM2G093347
AC233950.1_FG002	GRMZM2G093404
AC233950.1_FG002	GRMZM2G093418
AC233950.1_FG002	GRMZM2G093422
AC233950.1_FG002	GRMZM2G093441
AC233950.1_FG002	GRMZM2G093490
AC233950.1_FG002	GRMZM2G093503
AC233950.1_FG002	GRMZM2G093643
AC233950.1_FG002	GRMZM2G093666
AC233950.1_FG002	GRMZM2G093832
AC233950.1_FG002	GRMZM2G093858
AC233950.1_FG002	GRMZM2G093962
AC233950.1_FG002	GRMZM2G093997
AC233950.1_FG002	GRMZM2G094028
AC233950.1_FG002	GRMZM2G094526
AC233950.1_FG002	GRMZM2G094543
AC233950.1_FG002	GRMZM2G094599
AC233950.1_FG002	GRMZM2G094632
AC233950.1_FG002	GRMZM2G094698
AC233950.1_FG002	GRMZM2G094712
AC233950.1_FG002	GRMZM2G094792
AC233950.1_FG002	GRMZM2G094831
AC233950.1_FG002	GRMZM2G094935
AC233950.1_FG002	GRMZM2G094990
AC233950.1_FG002	GRMZM2G095078
AC233950.1_FG002	GRMZM2G095082
AC233950.1_FG002	GRMZM2G095261
AC233950.1_FG002	GRMZM2G095598
AC233950.1_FG002	GRMZM2G095631
AC233950.1_FG002	GRMZM2G095727
AC233950.1_FG002	GRMZM2G095778
AC233950.1_FG002	GRMZM2G095798
AC233950.1_FG002	GRMZM2G095810
AC233950.1_FG002	GRMZM2G095811
AC233950.1_FG002	GRMZM2G095826
AC233950.1_FG002	GRMZM2G095839
AC233950.1_FG002	GRMZM2G095892
AC233950.1_FG002	GRMZM2G095898
AC233950.1_FG002	GRMZM2G095964
AC233950.1_FG002	GRMZM2G096037
AC233950.1_FG002	GRMZM2G096086
AC233950.1_FG002	GRMZM2G096211
AC233950.1_FG002	GRMZM2G096231
AC233950.1_FG002	GRMZM2G096391
AC233950.1_FG002	GRMZM2G096435
AC233950.1_FG002	GRMZM2G096458
AC233950.1_FG002	GRMZM2G096622
AC233950.1_FG002	GRMZM2G096655
AC233950.1_FG002	GRMZM2G096717
AC233950.1_FG002	GRMZM2G096877
AC233950.1_FG002	GRMZM2G097032
AC233950.1_FG002	GRMZM2G097081
AC233950.1_FG002	GRMZM2G097106
AC233950.1_FG002	GRMZM2G097313
AC233950.1_FG002	GRMZM2G097618
AC233950.1_FG002	GRMZM2G097628
AC233950.1_FG002	GRMZM2G097636
AC233950.1_FG002	GRMZM2G097638
AC233950.1_FG002	GRMZM2G097704
AC233950.1_FG002	GRMZM2G097728
AC233950.1_FG002	GRMZM2G097768
AC233950.1_FG002	GRMZM2G097959
AC233950.1_FG002	GRMZM2G098099
AC233950.1_FG002	GRMZM2G098187
AC233950.1_FG002	GRMZM2G098239
AC233950.1_FG002	GRMZM2G098423
AC233950.1_FG002	GRMZM2G098460
AC233950.1_FG002	GRMZM2G098520
AC233950.1_FG002	GRMZM2G098557
AC233950.1_FG002	GRMZM2G098643
AC233950.1_FG002	GRMZM2G098793
AC233950.1_FG002	GRMZM2G098869
AC233950.1_FG002	GRMZM2G098875
AC233950.1_FG002	GRMZM2G098904
AC233950.1_FG002	GRMZM2G098988
AC233950.1_FG002	GRMZM2G099002
AC233950.1_FG002	GRMZM2G099036
AC233950.1_FG002	GRMZM2G099045
AC233950.1_FG002	GRMZM2G099166
AC233950.1_FG002	GRMZM2G099191
AC233950.1_FG002	GRMZM2G099239
AC233950.1_FG002	GRMZM2G099305
AC233950.1_FG002	GRMZM2G099337
AC233950.1_FG002	GRMZM2G099376
AC233950.1_FG002	GRMZM2G099420
AC233950.1_FG002	GRMZM2G099427
AC233950.1_FG002	GRMZM2G099434
AC233950.1_FG002	GRMZM2G099452
AC233950.1_FG002	GRMZM2G099483
AC233950.1_FG002	GRMZM2G099522
AC233950.1_FG002	GRMZM2G099598
AC233950.1_FG002	GRMZM2G099622
AC233950.1_FG002	GRMZM2G099628
AC233950.1_FG002	GRMZM2G099648
AC233950.1_FG002	GRMZM2G099860
AC233950.1_FG002	GRMZM2G099907
AC233950.1_FG002	GRMZM2G099944
AC233950.1_FG002	GRMZM2G100018
AC233950.1_FG002	GRMZM2G100020
AC233950.1_FG002	GRMZM2G100158
AC233950.1_FG002	GRMZM2G100208
AC233950.1_FG002	GRMZM2G100260
AC233950.1_FG002	GRMZM2G100263
AC233950.1_FG002	GRMZM2G100315
AC233950.1_FG002	GRMZM2G100333
AC233950.1_FG002	GRMZM2G100344
AC233950.1_FG002	GRMZM2G100349
AC233950.1_FG002	GRMZM2G100380
AC233950.1_FG002	GRMZM2G100391
AC233950.1_FG002	GRMZM2G100456
AC233950.1_FG002	GRMZM2G100478
AC233950.1_FG002	GRMZM2G100716
AC233950.1_FG002	GRMZM2G101024
AC233950.1_FG002	GRMZM2G101058
AC233950.1_FG002	GRMZM2G101125
AC233950.1_FG002	GRMZM2G101270
AC233950.1_FG002	GRMZM2G101282
AC233950.1_FG002	GRMZM2G101413
AC233950.1_FG002	GRMZM2G101511
AC233950.1_FG002	GRMZM2G101745
AC233950.1_FG002	GRMZM2G101875
AC233950.1_FG002	GRMZM2G101926
AC233950.1_FG002	GRMZM2G101932
AC233950.1_FG002	GRMZM2G101938
AC233950.1_FG002	GRMZM2G102167
AC233950.1_FG002	GRMZM2G102346
AC233950.1_FG002	GRMZM2G102356
AC233950.1_FG002	GRMZM2G102499
AC233950.1_FG002	GRMZM2G102514
AC233950.1_FG002	GRMZM2G102521
AC233950.1_FG002	GRMZM2G102583
AC233950.1_FG002	GRMZM2G102605
AC233950.1_FG002	GRMZM2G102657
AC233950.1_FG002	GRMZM2G102779
AC233950.1_FG002	GRMZM2G102878
AC233950.1_FG002	GRMZM2G102968
AC233950.1_FG002	GRMZM2G103066
AC233950.1_FG002	GRMZM2G103137
AC233950.1_FG002	GRMZM2G103258
AC233950.1_FG002	GRMZM2G103559
AC233950.1_FG002	GRMZM2G103755
AC233950.1_FG002	GRMZM2G103771
AC233950.1_FG002	GRMZM2G103847
AC233950.1_FG002	GRMZM2G103873
AC233950.1_FG002	GRMZM2G103937
AC233950.1_FG002	GRMZM2G103972
AC233950.1_FG002	GRMZM2G104012
AC233950.1_FG002	GRMZM2G104024
AC233950.1_FG002	GRMZM2G104176
AC233950.1_FG002	GRMZM2G104199
AC233950.1_FG002	GRMZM2G104204
AC233950.1_FG002	GRMZM2G104260
AC233950.1_FG002	GRMZM2G104268
AC233950.1_FG002	GRMZM2G104310
AC233950.1_FG002	GRMZM2G104332
AC233950.1_FG002	GRMZM2G104342
AC233950.1_FG002	GRMZM2G104430
AC233950.1_FG002	GRMZM2G104443
AC233950.1_FG002	GRMZM2G104504
AC233950.1_FG002	GRMZM2G104542
AC233950.1_FG002	GRMZM2G104551
AC233950.1_FG002	GRMZM2G104559
AC233950.1_FG002	GRMZM2G104603
AC233950.1_FG002	GRMZM2G104836
AC233950.1_FG002	GRMZM2G104843
AC233950.1_FG002	GRMZM2G104876
AC233950.1_FG002	GRMZM2G105019
AC233950.1_FG002	GRMZM2G105140
AC233950.1_FG002	GRMZM2G105207
AC233950.1_FG002	GRMZM2G105266
AC233950.1_FG002	GRMZM2G105302
AC233950.1_FG002	GRMZM2G105335
AC233950.1_FG002	GRMZM2G105348
AC233950.1_FG002	GRMZM2G105419
AC233950.1_FG002	GRMZM2G105631
AC233950.1_FG002	GRMZM2G105834
AC233950.1_FG002	GRMZM2G105844
AC233950.1_FG002	GRMZM2G105863
AC233950.1_FG002	GRMZM2G105874
AC233950.1_FG002	GRMZM2G105987
AC233950.1_FG002	GRMZM2G106017
AC233950.1_FG002	GRMZM2G106028
AC233950.1_FG002	GRMZM2G106235
AC233950.1_FG002	GRMZM2G106250
AC233950.1_FG002	GRMZM2G106263
AC233950.1_FG002	GRMZM2G106283
AC233950.1_FG002	GRMZM2G106344
AC233950.1_FG002	GRMZM2G106356
AC233950.1_FG002	GRMZM2G106377
AC233950.1_FG002	GRMZM2G106389
AC233950.1_FG002	GRMZM2G106408
AC233950.1_FG002	GRMZM2G106412
AC233950.1_FG002	GRMZM2G106424
AC233950.1_FG002	GRMZM2G106479
AC233950.1_FG002	GRMZM2G106558
AC233950.1_FG002	GRMZM2G106578
AC233950.1_FG002	GRMZM2G106590
AC233950.1_FG002	GRMZM2G106795
AC233950.1_FG002	GRMZM2G106819
AC233950.1_FG002	GRMZM2G106834
AC233950.1_FG002	GRMZM2G106917
AC233950.1_FG002	GRMZM2G106928
AC233950.1_FG002	GRMZM2G106931
AC233950.1_FG002	GRMZM2G106945
AC233950.1_FG002	GRMZM2G106980
AC233950.1_FG002	GRMZM2G107003
AC233950.1_FG002	GRMZM2G107031
AC233950.1_FG002	GRMZM2G107065
AC233950.1_FG002	GRMZM2G107089
AC233950.1_FG002	GRMZM2G107096
AC233950.1_FG002	GRMZM2G107377
AC233950.1_FG002	GRMZM2G107484
AC233950.1_FG002	GRMZM2G107532
AC233950.1_FG002	GRMZM2G107562
AC233950.1_FG002	GRMZM2G107575
AC233950.1_FG002	GRMZM2G107597
AC233950.1_FG002	GRMZM2G107679
AC233950.1_FG002	GRMZM2G107945
AC233950.1_FG002	GRMZM2G108032
AC233950.1_FG002	GRMZM2G108115
AC233950.1_FG002	GRMZM2G108138
AC233950.1_FG002	GRMZM2G108147
AC233950.1_FG002	GRMZM2G108149
AC233950.1_FG002	GRMZM2G108267
AC233950.1_FG002	GRMZM2G108422
AC233950.1_FG002	GRMZM2G108480
AC233950.1_FG002	GRMZM2G108600
AC233950.1_FG002	GRMZM2G108643
AC233950.1_FG002	GRMZM2G108668
AC233950.1_FG002	GRMZM2G108677
AC233950.1_FG002	GRMZM2G108714
AC233950.1_FG002	GRMZM2G108829
AC233950.1_FG002	GRMZM2G108861
AC233950.1_FG002	GRMZM2G108904
AC233950.1_FG002	GRMZM2G108919
AC233950.1_FG002	GRMZM2G108996
AC233950.1_FG002	GRMZM2G109056
AC233950.1_FG002	GRMZM2G109130
AC233950.1_FG002	GRMZM2G109140
AC233950.1_FG002	GRMZM2G109472
AC233950.1_FG002	GRMZM2G109527
AC233950.1_FG002	GRMZM2G109547
AC233950.1_FG002	GRMZM2G109720
AC233950.1_FG002	GRMZM2G109753
AC233950.1_FG002	GRMZM2G109865
AC233950.1_FG002	GRMZM2G109869
AC233950.1_FG002	GRMZM2G109987
AC233950.1_FG002	GRMZM2G110145
AC233950.1_FG002	GRMZM2G110212
AC233950.1_FG002	GRMZM2G110295
AC233950.1_FG002	GRMZM2G110309
AC233950.1_FG002	GRMZM2G110330
AC233950.1_FG002	GRMZM2G110333
AC233950.1_FG002	GRMZM2G110345
AC233950.1_FG002	GRMZM2G110421
AC233950.1_FG002	GRMZM2G110423
AC233950.1_FG002	GRMZM2G110500
AC233950.1_FG002	GRMZM2G110541
AC233950.1_FG002	GRMZM2G110681
AC233950.1_FG002	GRMZM2G110685
AC233950.1_FG002	GRMZM2G110922
AC233950.1_FG002	GRMZM2G111025
AC233950.1_FG002	GRMZM2G111136
AC233950.1_FG002	GRMZM2G111224
AC233950.1_FG002	GRMZM2G111304
AC233950.1_FG002	GRMZM2G111319
AC233950.1_FG002	GRMZM2G111441
AC233950.1_FG002	GRMZM2G111511
AC233950.1_FG002	GRMZM2G111614
AC233950.1_FG002	GRMZM2G111642
AC233950.1_FG002	GRMZM2G111706
AC233950.1_FG002	GRMZM2G111711
AC233950.1_FG002	GRMZM2G111731
AC233950.1_FG002	GRMZM2G111886
AC233950.1_FG002	GRMZM2G111903
AC233950.1_FG002	GRMZM2G111906
AC233950.1_FG002	GRMZM2G112205
AC233950.1_FG002	GRMZM2G112222
AC233950.1_FG002	GRMZM2G112247
AC233950.1_FG002	GRMZM2G112284
AC233950.1_FG002	GRMZM2G112352
AC233950.1_FG002	GRMZM2G112402
AC233950.1_FG002	GRMZM2G112428
AC233950.1_FG002	GRMZM2G112483
AC233950.1_FG002	GRMZM2G112530
AC233950.1_FG002	GRMZM2G112594
AC233950.1_FG002	GRMZM2G112681
AC233950.1_FG002	GRMZM2G112686
AC233950.1_FG002	GRMZM2G112830
AC233950.1_FG002	GRMZM2G112914
AC233950.1_FG002	GRMZM2G112954
AC233950.1_FG002	GRMZM2G113137
AC233950.1_FG002	GRMZM2G113238
AC233950.1_FG002	GRMZM2G113244
AC233950.1_FG002	GRMZM2G113252
AC233950.1_FG002	GRMZM2G113272
AC233950.1_FG002	GRMZM2G113349
AC233950.1_FG002	GRMZM2G113432
AC233950.1_FG002	GRMZM2G113569
AC233950.1_FG002	GRMZM2G113618
AC233950.1_FG002	GRMZM2G113696
AC233950.1_FG002	GRMZM2G113726
AC233950.1_FG002	GRMZM2G113750
AC233950.1_FG002	GRMZM2G113796
AC233950.1_FG002	GRMZM2G113840
AC233950.1_FG002	GRMZM2G113990
AC233950.1_FG002	GRMZM2G114008
AC233950.1_FG002	GRMZM2G114126
AC233950.1_FG002	GRMZM2G114137
AC233950.1_FG002	GRMZM2G114153
AC233950.1_FG002	GRMZM2G114162
AC233950.1_FG002	GRMZM2G114184
AC233950.1_FG002	GRMZM2G114232
AC233950.1_FG002	GRMZM2G114234
AC233950.1_FG002	GRMZM2G114332
AC233950.1_FG002	GRMZM2G114354
AC233950.1_FG002	GRMZM2G114552
AC233950.1_FG002	GRMZM2G114560
AC233950.1_FG002	GRMZM2G114578
AC233950.1_FG002	GRMZM2G114592
AC233950.1_FG002	GRMZM2G114642
AC233950.1_FG002	GRMZM2G114680
AC233950.1_FG002	GRMZM2G114681
AC233950.1_FG002	GRMZM2G114751
AC233950.1_FG002	GRMZM2G114793
AC233950.1_FG002	GRMZM2G114861
AC233950.1_FG002	GRMZM2G114873
AC233950.1_FG002	GRMZM2G114998
AC233950.1_FG002	GRMZM2G115000
AC233950.1_FG002	GRMZM2G115340
AC233950.1_FG002	GRMZM2G115342
AC233950.1_FG002	GRMZM2G115352
AC233950.1_FG002	GRMZM2G115357
AC233950.1_FG002	GRMZM2G115420
AC233950.1_FG002	GRMZM2G115480
AC233950.1_FG002	GRMZM2G115499
AC233950.1_FG002	GRMZM2G115518
AC233950.1_FG002	GRMZM2G115612
AC233950.1_FG002	GRMZM2G115635
AC233950.1_FG002	GRMZM2G115707
AC233950.1_FG002	GRMZM2G115812
AC233950.1_FG002	GRMZM2G115817
AC233950.1_FG002	GRMZM2G115834
AC233950.1_FG002	GRMZM2G115921
AC233950.1_FG002	GRMZM2G115975
AC233950.1_FG002	GRMZM2G116514
AC233950.1_FG002	GRMZM2G116557
AC233950.1_FG002	GRMZM2G116614
AC233950.1_FG002	GRMZM2G116635
AC233950.1_FG002	GRMZM2G116658
AC233950.1_FG002	GRMZM2G116919
AC233950.1_FG002	GRMZM2G116952
AC233950.1_FG002	GRMZM2G117030
AC233950.1_FG002	GRMZM2G117164
AC233950.1_FG002	GRMZM2G117217
AC233950.1_FG002	GRMZM2G117222
AC233950.1_FG002	GRMZM2G117238
AC233950.1_FG002	GRMZM2G117344
AC233950.1_FG002	GRMZM2G117392
AC233950.1_FG002	GRMZM2G117405
AC233950.1_FG002	GRMZM2G117410
AC233950.1_FG002	GRMZM2G117412
AC233950.1_FG002	GRMZM2G117558
AC233950.1_FG002	GRMZM2G117582
AC233950.1_FG002	GRMZM2G117614
AC233950.1_FG002	GRMZM2G117627
AC233950.1_FG002	GRMZM2G117854
AC233950.1_FG002	GRMZM2G117988
AC233950.1_FG002	GRMZM2G117993
AC233950.1_FG002	GRMZM2G118003
AC233950.1_FG002	GRMZM2G118047
AC233950.1_FG002	GRMZM2G118104
AC233950.1_FG002	GRMZM2G118172
AC233950.1_FG002	GRMZM2G118208
AC233950.1_FG002	GRMZM2G118250
AC233950.1_FG002	GRMZM2G118462
AC233950.1_FG002	GRMZM2G118873
AC233950.1_FG002	GRMZM2G118951
AC233950.1_FG002	GRMZM2G118959
AC233950.1_FG002	GRMZM2G118979
AC233950.1_FG002	GRMZM2G119168
AC233950.1_FG002	GRMZM2G119175
AC233950.1_FG002	GRMZM2G119287
AC233950.1_FG002	GRMZM2G119407
AC233950.1_FG002	GRMZM2G119471
AC233950.1_FG002	GRMZM2G119494
AC233950.1_FG002	GRMZM2G119516
AC233950.1_FG002	GRMZM2G119517
AC233950.1_FG002	GRMZM2G119566
AC233950.1_FG002	GRMZM2G119720
AC233950.1_FG002	GRMZM2G119828
AC233950.1_FG002	GRMZM2G119850
AC233950.1_FG002	GRMZM2G119865
AC233950.1_FG002	GRMZM2G119916
AC233950.1_FG002	GRMZM2G119930
AC233950.1_FG002	GRMZM2G119941
AC233950.1_FG002	GRMZM2G120136
AC233950.1_FG002	GRMZM2G120173
AC233950.1_FG002	GRMZM2G120296
AC233950.1_FG002	GRMZM2G120304
AC233950.1_FG002	GRMZM2G120320
AC233950.1_FG002	GRMZM2G120408
AC233950.1_FG002	GRMZM2G120414
AC233950.1_FG002	GRMZM2G120563
AC233950.1_FG002	GRMZM2G120717
AC233950.1_FG002	GRMZM2G120839
AC233950.1_FG002	GRMZM2G120954
AC233950.1_FG002	GRMZM2G120971
AC233950.1_FG002	GRMZM2G121066
AC233950.1_FG002	GRMZM2G121223
AC233950.1_FG002	GRMZM2G121269
AC233950.1_FG002	GRMZM2G121275
AC233950.1_FG002	GRMZM2G121302
AC233950.1_FG002	GRMZM2G121312
AC233950.1_FG002	GRMZM2G121398
AC233950.1_FG002	GRMZM2G121452
AC233950.1_FG002	GRMZM2G121458
AC233950.1_FG002	GRMZM2G121573
AC233950.1_FG002	GRMZM2G121579
AC233950.1_FG002	GRMZM2G121612
AC233950.1_FG002	GRMZM2G121621
AC233950.1_FG002	GRMZM2G121683
AC233950.1_FG002	GRMZM2G121747
AC233950.1_FG002	GRMZM2G121868
AC233950.1_FG002	GRMZM2G122057
AC233950.1_FG002	GRMZM2G122116
AC233950.1_FG002	GRMZM2G122135
AC233950.1_FG002	GRMZM2G122228
AC233950.1_FG002	GRMZM2G122274
AC233950.1_FG002	GRMZM2G122280
AC233950.1_FG002	GRMZM2G122537
AC233950.1_FG002	GRMZM2G122654
AC233950.1_FG002	GRMZM2G122846
AC233950.1_FG002	GRMZM2G122937
AC233950.1_FG002	GRMZM2G122983
AC233950.1_FG002	GRMZM2G123037
AC233950.1_FG002	GRMZM2G123140
AC233950.1_FG002	GRMZM2G123212
AC233950.1_FG002	GRMZM2G123277
AC233950.1_FG002	GRMZM2G123428
AC233950.1_FG002	GRMZM2G123519
AC233950.1_FG002	GRMZM2G123540
AC233950.1_FG002	GRMZM2G123587
AC233950.1_FG002	GRMZM2G123652
AC233950.1_FG002	GRMZM2G123660
AC233950.1_FG002	GRMZM2G123667
AC233950.1_FG002	GRMZM2G123719
AC233950.1_FG002	GRMZM2G123765
AC233950.1_FG002	GRMZM2G123896
AC233950.1_FG002	GRMZM2G123966
AC233950.1_FG002	GRMZM2G123972
AC233950.1_FG002	GRMZM2G123987
AC233950.1_FG002	GRMZM2G124011
AC233950.1_FG002	GRMZM2G124026
AC233950.1_FG002	GRMZM2G124037
AC233950.1_FG002	GRMZM2G124047
AC233950.1_FG002	GRMZM2G124059
AC233950.1_FG002	GRMZM2G124143
AC233950.1_FG002	GRMZM2G124254
AC233950.1_FG002	GRMZM2G124377
AC233950.1_FG002	GRMZM2G124409
AC233950.1_FG002	GRMZM2G124416
AC233950.1_FG002	GRMZM2G124423
AC233950.1_FG002	GRMZM2G124460
AC233950.1_FG002	GRMZM2G124502
AC233950.1_FG002	GRMZM2G124524
AC233950.1_FG002	GRMZM2G124566
AC233950.1_FG002	GRMZM2G124593
AC233950.1_FG002	GRMZM2G125004
