TF	target	y
GRMZM2G059851	GRMZM2G051534	0.538862097767251
GRMZM2G175525	GRMZM2G080767	0.538170652473418
GRMZM2G055243	GRMZM2G047968	0.538051397084651
GRMZM2G370332	GRMZM2G089021	0.537387093175482
GRMZM2G077002	GRMZM2G080767	0.533070535297972
GRMZM2G006745	GRMZM2G051534	0.533070535297972
GRMZM5G829103	GRMZM2G107437	0.531391170696164
GRMZM2G175856	GRMZM2G106622	0.531391170696164
GRMZM2G105387	GRMZM2G056732	0.531391170696164
GRMZM2G006745	GRMZM2G064594	0.531391170696164
GRMZM2G007406	GRMZM2G051534	0.531054180790089
GRMZM5G801627	GRMZM2G047968	0.528058132866723
GRMZM2G106673	GRMZM2G080767	0.527178500491246
AC149818.2_FG008	GRMZM2G107437	0.525523257049199
GRMZM2G146286	GRMZM2G041561	0.525523257049199
GRMZM2G395842	GRMZM2G041561	0.525523257049199
GRMZM2G479980	GRMZM2G056732	0.525523257049199
AC233893.1_FG002	GRMZM2G041561	0.5242098347123
GRMZM2G456960	GRMZM2G047968	0.521162717462279
GRMZM5G898314	GRMZM2G042118	0.521162717462279
GRMZM2G039586	GRMZM2G047968	0.521162717462279
GRMZM2G013612	GRMZM2G054936	0.521162717462279
GRMZM2G114137	GRMZM2G054936	0.521162717462279
GRMZM2G102938	GRMZM2G051534	0.520110758619327
GRMZM2G057011	GRMZM2G042118	0.520110758619327
GRMZM2G149756	GRMZM2G041561	0.518803636588806
AC233893.1_FG002	GRMZM2G066169	0.517366736758574
GRMZM2G041991	GRMZM2G047968	0.517366736758574
GRMZM5G898314	GRMZM2G150631	0.512324344861104
GRMZM2G111906	GRMZM2G078198	0.512324344861104
GRMZM2G114137	GRMZM2G047968	0.512324344861104
GRMZM2G167576	GRMZM2G051534	0.510638709441978
GRMZM2G110582	GRMZM2G058039	0.510381674705141
GRMZM2G009598	GRMZM2G107437	0.510381674705141
GRMZM2G087040	GRMZM2G080767	0.509929257634069
AC203865.3_FG001	GRMZM2G106622	0.508841084972086
GRMZM2G038073	GRMZM2G078198	0.508841084972086
GRMZM2G056400	GRMZM2G047968	0.506591265873088
GRMZM2G410083	GRMZM2G056732	0.506434309759171
GRMZM5G857944	GRMZM2G149617	0.506044950660092
GRMZM2G051785	GRMZM2G064732	0.504609906422039
GRMZM2G064426	GRMZM2G045314	0.503781152150703
GRMZM2G071034	GRMZM2G078198	0.503226264694022
GRMZM2G042666	GRMZM2G054936	0.503226264694022
GRMZM2G084583	GRMZM2G054936	0.503061269584854
GRMZM2G142751	GRMZM2G047968	0.503061269584854
GRMZM2G081812	GRMZM2G066169	0.502620754231837
GRMZM2G099461	GRMZM2G078198	0.502620754231837
GRMZM2G017349	GRMZM2G054936	0.501487469532281
GRMZM5G873586	GRMZM2G064732	0.500966534298903
GRMZM2G064630	GRMZM2G066169	0.500029984305055
AC200057.4_FG007	GRMZM2G107437	0.499978699865305
GRMZM2G028622	GRMZM2G051534	0.499978699865305
GRMZM2G700011	GRMZM2G054936	0.499978699865305
GRMZM2G092409	GRMZM2G107437	0.499978699865305
GRMZM2G161411	GRMZM2G047968	0.499932014692651
GRMZM2G037574	GRMZM2G058039	0.499875924259087
GRMZM2G120151	GRMZM2G047968	0.498430514557896
GRMZM5G898314	GRMZM2G078198	0.498430514557896
GRMZM2G048582	GRMZM2G080767	0.497763328518602
GRMZM2G097683	GRMZM2G047968	0.496468598675824
GRMZM2G129261	GRMZM2G066169	0.496468598675824
GRMZM2G122846	GRMZM2G042118	0.496468598675824
GRMZM2G153754	GRMZM2G023983	0.495408121153594
GRMZM2G437460	GRMZM2G106622	0.492755195275319
GRMZM2G701689	GRMZM2G064732	0.492609300214648
GRMZM2G063387	GRMZM2G078198	0.492609300214648
GRMZM2G151266	GRMZM2G150631	0.492609300214648
GRMZM2G039889	GRMZM2G058039	0.492060850833743
GRMZM2G066575	GRMZM2G054936	0.491915010907244
GRMZM2G177974	GRMZM2G150631	0.491421904807411
GRMZM2G038303	GRMZM2G054936	0.491282307413741
GRMZM2G134073	GRMZM2G150631	0.487130149392029
GRMZM2G039828	GRMZM2G150631	0.485079981529933
GRMZM2G140901	GRMZM2G066169	0.485079981529933
GRMZM2G002131	GRMZM2G106622	0.48113227627012
GRMZM2G125239	GRMZM2G375999	0.480434320789368
GRMZM2G030325	GRMZM2G047968	0.478656719836
GRMZM2G089812	GRMZM2G047968	0.478339929804843
GRMZM2G310368	GRMZM2G056732	0.4774852372262
GRMZM2G317160	GRMZM2G047968	0.4774852372262
GRMZM2G441031	GRMZM2G042118	0.4774852372262
GRMZM2G139082	GRMZM2G047968	0.4774852372262
GRMZM2G405368	GRMZM2G107437	0.475412842008057
GRMZM2G073892	GRMZM2G047968	0.475329767068784
GRMZM2G422644	GRMZM2G054936	0.472228370353032
GRMZM2G115875	GRMZM2G066169	0.469897233235663
GRMZM2G050912	GRMZM2G150631	0.469452603989024
GRMZM2G146267	GRMZM2G066169	0.469452603989024
GRMZM2G146286	GRMZM2G058039	0.469452603989024
GRMZM2G045236	GRMZM2G047968	0.469452603989024
GRMZM2G127776	GRMZM2G042118	0.469310088576402
GRMZM2G139369	GRMZM2G066169	0.466723837459201
GRMZM2G036966	GRMZM2G023983	0.465256091429635
GRMZM2G089050	GRMZM2G080767	0.465256091429635
GRMZM2G101405	GRMZM2G056732	0.465256091429635
GRMZM2G164735	GRMZM2G078198	0.464993930537937
AC194970.5_FG002	GRMZM2G078198	0.464948524847527
GRMZM2G163418	GRMZM2G064732	0.464948524847527
GRMZM2G001048	GRMZM2G107437	0.464253355341995
GRMZM2G027960	GRMZM2G106622	0.464197974070691
GRMZM2G071582	GRMZM2G051534	0.463651052245479
GRMZM2G042250	GRMZM2G041561	0.463586401011954
GRMZM2G301642	GRMZM2G047968	0.463217370848962
GRMZM2G157679	GRMZM2G047968	0.463186164647472
GRMZM2G379167	GRMZM2G066169	0.462460936276423
GRMZM2G167018	GRMZM2G054936	0.462460936276423
GRMZM2G129311	GRMZM2G066169	0.462144865162183
GRMZM2G149150	GRMZM2G054936	0.462144865162183
GRMZM2G053713	GRMZM2G080767	0.459278614038032
GRMZM2G130459	GRMZM2G041561	0.459278614038032
GRMZM2G011357	GRMZM2G080767	0.459278614038032
GRMZM2G050590	GRMZM2G066169	0.458646241692057
GRMZM2G035405	GRMZM2G149617	0.45726650653273
GRMZM2G060000	GRMZM2G064732	0.456756902701222
GRMZM2G088242	GRMZM2G078198	0.456585541946175
GRMZM2G169820	GRMZM2G064594	0.456246108424889
GRMZM2G115875	GRMZM2G047968	0.45576021219693
GRMZM2G173943	GRMZM2G158252	0.455041165350618
GRMZM2G033138	GRMZM2G066169	0.454381597003716
GRMZM5G885700	GRMZM2G054936	0.454381597003716
GRMZM2G124495	GRMZM2G064732	0.453259877773797
GRMZM2G134687	GRMZM2G054936	0.453259877773797
GRMZM2G469873	GRMZM2G054936	0.453259877773797
GRMZM2G118693	GRMZM2G047968	0.452641236445004
GRMZM2G025685	GRMZM2G078198	0.452551176111435
GRMZM2G073779	GRMZM2G056732	0.452056421797985
GRMZM2G069009	GRMZM2G051534	0.451739600656365
GRMZM2G138967	GRMZM2G042118	0.450938036959329
GRMZM2G147623	GRMZM2G150631	0.450278137552879
GRMZM2G096610	GRMZM2G107437	0.44747721032527
GRMZM2G159032	GRMZM2G042118	0.447253280302358
GRMZM2G065896	GRMZM2G042118	0.447077069289813
GRMZM2G327189	GRMZM2G056732	0.445629018837464
GRMZM2G177974	GRMZM2G066169	0.443712788800196
GRMZM2G013617	GRMZM2G054936	0.443712788800196
AC232238.2_FG004	GRMZM2G056732	0.436952629115028
GRMZM2G087804	GRMZM2G047968	0.434628839721359
AC233850.1_FG005	GRMZM2G078198	0.43431210862939
GRMZM2G051793	GRMZM2G066169	0.434269438204039
GRMZM2G085427	GRMZM2G041561	0.431075096902596
GRMZM2G175525	GRMZM2G106622	0.431058041200851
GRMZM2G094586	GRMZM2G375999	0.430679802940361
GRMZM2G073750	GRMZM2G107437	0.429706155565656
GRMZM2G125522	GRMZM2G150631	0.429508844527826
GRMZM2G013617	GRMZM2G047968	0.428074553247312
GRMZM2G017349	GRMZM2G064732	0.427448265463975
GRMZM2G028386	GRMZM2G106622	0.426550421221577
GRMZM2G026833	GRMZM2G054936	0.426275216076523
GRMZM2G095598	GRMZM2G054936	0.426275216076523
GRMZM2G407631	GRMZM2G042118	0.424826193626817
GRMZM2G531738	GRMZM2G150631	0.423991329146917
GRMZM2G012654	GRMZM2G042118	0.423254520921342
GRMZM2G086277	GRMZM2G047968	0.420628437586506
GRMZM2G336533	GRMZM2G106622	0.420448790620255
GRMZM2G085427	GRMZM2G066169	0.419322311376053
GRMZM2G342588	GRMZM2G080767	0.417087297045675
GRMZM2G093595	GRMZM2G158252	0.415501090773634
AC203535.4_FG001	GRMZM2G150631	0.41396342842263
GRMZM2G314546	GRMZM2G066169	0.413344394459692
AC233935.1_FG005	GRMZM2G047968	0.412124556740372
GRMZM2G030325	GRMZM2G054936	0.412086039117253
GRMZM2G157306	GRMZM2G045314	0.411619600326953
GRMZM2G133169	GRMZM2G023983	0.411524936818075
GRMZM2G107491	GRMZM2G051534	0.409939060927169
GRMZM2G060109	GRMZM2G106622	0.40963445595744
GRMZM2G134393	GRMZM2G047968	0.40953484861004
GRMZM2G128228	GRMZM2G066169	0.409215190956458
GRMZM2G171370	GRMZM2G064732	0.408973838979078
GRMZM2G448104	GRMZM2G150631	0.408312768133288
GRMZM5G873586	GRMZM2G054936	0.40581807187761
GRMZM5G873586	GRMZM2G078198	0.405246193545198
GRMZM2G100794	GRMZM2G042118	0.403686935383316
GRMZM5G832409	GRMZM2G056732	0.40165905616219
GRMZM2G147623	GRMZM2G078198	0.401321549466837
GRMZM2G088140	GRMZM2G150631	0.400228945307289
GRMZM2G032336	GRMZM2G041561	0.39887863056869
GRMZM2G038783	GRMZM2G054936	0.39865536499854
GRMZM2G048403	GRMZM2G080767	0.397645187730716
GRMZM2G151266	GRMZM2G066169	0.395035257094138
AC233888.1_FG002	GRMZM2G047968	0.393604457266902
GRMZM2G174610	GRMZM2G066169	0.393132246608797
GRMZM2G701063	GRMZM2G054936	0.392867335651618
GRMZM2G002075	GRMZM2G064594	0.392360786664791
GRMZM2G089812	GRMZM2G054936	0.391510630533654
AC233888.1_FG002	GRMZM2G054936	0.390154018459127
GRMZM2G012262	GRMZM2G042118	0.390154018459127
GRMZM2G431157	GRMZM2G023983	0.388803006903408
GRMZM2G140355	GRMZM2G054936	0.386812956921814
GRMZM2G431243	GRMZM2G056732	0.386623907500344
GRMZM2G018876	GRMZM2G054936	0.384614941772978
GRMZM2G057955	GRMZM2G047968	0.384181299350354
GRMZM2G065374	GRMZM2G047968	0.382909361272374
GRMZM2G165972	GRMZM2G042118	0.381874728602987
GRMZM2G139535	GRMZM2G106622	0.380957172537327
GRMZM2G050305	GRMZM2G045314	0.380619794693971
GRMZM2G063216	GRMZM2G056732	0.380449882845671
GRMZM2G116638	GRMZM2G051534	0.378628890610588
GRMZM2G385543	GRMZM2G078198	0.378401298320389
GRMZM2G000836	GRMZM2G064732	0.377863701724875
GRMZM2G070849	GRMZM2G106622	0.377662115137153
GRMZM2G087804	GRMZM2G054936	0.377024747833922
GRMZM2G087095	GRMZM2G066169	0.370465631099111
GRMZM2G162749	GRMZM2G047968	0.370217490110973
GRMZM2G152319	GRMZM2G080767	0.369941263111043
GRMZM2G111770	GRMZM2G051534	0.369400558834359
GRMZM2G165972	GRMZM2G054936	0.368619655999038
GRMZM2G549512	GRMZM2G107437	0.368231357327415
GRMZM2G165042	GRMZM2G042118	0.367751105666251
GRMZM2G156756	GRMZM2G158252	0.367528616466803
GRMZM2G149756	GRMZM2G106622	0.36752391901998
GRMZM2G048910	GRMZM2G106622	0.365488550085585
GRMZM2G098884	GRMZM2G041561	0.36534746775013
GRMZM2G396114	GRMZM2G047968	0.363911077106745
GRMZM2G157177	GRMZM2G066169	0.363818807547935
GRMZM2G163251	GRMZM2G056732	0.362563371963391
GRMZM2G311059	GRMZM2G066169	0.362563371963391
GRMZM2G103783	GRMZM2G107437	0.362563371963391
GRMZM2G029979	GRMZM2G056732	0.362563371963391
GRMZM2G115456	GRMZM2G064594	0.362563371963391
GRMZM2G013398	GRMZM2G064732	0.362563371963391
GRMZM2G057955	GRMZM2G054936	0.362548375895781
AC198725.4_FG009	GRMZM2G056732	0.361020404000681
GRMZM2G159032	GRMZM2G064732	0.357186528695636
GRMZM2G151266	GRMZM2G375999	0.356076241194436
GRMZM2G388148	GRMZM2G064732	0.355065330057841
GRMZM2G120167	GRMZM2G051534	0.355065330057841
GRMZM2G098884	GRMZM2G023983	0.355065330057841
GRMZM2G171600	GRMZM2G158252	0.355020145981883
GRMZM5G887276	GRMZM2G078198	0.355020145981883
GRMZM2G106613	GRMZM2G066169	0.355020145981883
GRMZM2G030710	GRMZM2G054936	0.354432095146162
GRMZM2G414315	GRMZM2G047968	0.353595974500921
GRMZM2G137046	GRMZM2G054936	0.353007224037295
GRMZM2G408012	GRMZM2G080767	0.352516665431598
AC235534.1_FG007	GRMZM2G047968	0.349980566858731
GRMZM2G392516	GRMZM2G041561	0.349980566858731
GRMZM2G414805	GRMZM2G041561	0.349980566858731
GRMZM2G159475	GRMZM2G023983	0.349980566858731
GRMZM2G009794	GRMZM2G041561	0.349980566858731
GRMZM2G053713	GRMZM2G058039	0.349980566858731
GRMZM2G106613	GRMZM2G150631	0.349953206476255
GRMZM2G059428	GRMZM2G089021	0.349953206476255
GRMZM2G075562	GRMZM2G047968	0.347285451115556
GRMZM2G109753	GRMZM2G150631	0.347285451115556
GRMZM2G002075	GRMZM2G089021	0.347285451115556
GRMZM2G059428	GRMZM2G047968	0.347285451115556
GRMZM2G002805	GRMZM2G106622	0.347285451115556
GRMZM2G149756	GRMZM2G066169	0.347285451115556
GRMZM2G158328	GRMZM2G054936	0.347281068940072
GRMZM2G010871	GRMZM2G066169	0.347269044950043
GRMZM2G100822	GRMZM2G080767	0.347216063539131
GRMZM2G118870	GRMZM2G064732	0.347216063539131
GRMZM2G133398	GRMZM2G158252	0.346948031463939
GRMZM2G164359	GRMZM2G107437	0.346290341026277
GRMZM2G441031	GRMZM2G054936	0.345856959979631
GRMZM2G125653	GRMZM2G054936	0.345856959979631
GRMZM2G134735	GRMZM2G047968	0.345856959979631
GRMZM2G037823	GRMZM2G042118	0.344774033434731
GRMZM2G125243	GRMZM2G054936	0.344484923462627
GRMZM2G129817	GRMZM2G066169	0.344284495852348
GRMZM2G036966	GRMZM2G080767	0.343035520324909
GRMZM2G109354	GRMZM2G051534	0.343035520324909
GRMZM2G175525	GRMZM2G041561	0.343035520324909
GRMZM2G180452	GRMZM2G058039	0.343035520324909
GRMZM2G375675	GRMZM2G051534	0.342716619548011
GRMZM2G051764	GRMZM2G149617	0.34238553888601
GRMZM2G086072	GRMZM2G107437	0.34238553888601
GRMZM2G027972	GRMZM2G054936	0.342269510130809
GRMZM2G027673	GRMZM2G042118	0.342269510130809
GRMZM2G130459	GRMZM2G058039	0.341919681658032
GRMZM2G068710	GRMZM2G107437	0.341053233642075
GRMZM2G305362	GRMZM2G047968	0.341053233642075
GRMZM2G157219	GRMZM2G107437	0.341053233642075
GRMZM2G089050	GRMZM2G041561	0.341053233642075
GRMZM2G396451	GRMZM2G042118	0.341012914081936
GRMZM2G059939	GRMZM2G064732	0.339307720661957
GRMZM2G159592	GRMZM2G064732	0.339307720661957
GRMZM2G013016	GRMZM2G080767	0.339307720661957
GRMZM2G095078	GRMZM2G054936	0.339307720661957
GRMZM2G117854	GRMZM2G107437	0.339307720661957
GRMZM5G868875	GRMZM2G107437	0.339307720661957
GRMZM2G117164	GRMZM2G056732	0.339307720661957
GRMZM2G086573	GRMZM2G054936	0.339307720661957
GRMZM2G398506	GRMZM2G107437	0.339307720661957
GRMZM2G115875	GRMZM2G051534	0.337949783854991
GRMZM2G109987	GRMZM2G041561	0.33629653223289
GRMZM2G173372	GRMZM2G056732	0.334784912721647
AC196465.3_FG006	GRMZM2G066169	0.334759369928671
GRMZM2G007063	GRMZM2G064594	0.334369736320515
GRMZM2G037574	GRMZM2G066169	0.334369736320515
GRMZM2G133646	GRMZM2G051534	0.334369736320515
GRMZM2G014653	GRMZM2G106622	0.333970269928898
GRMZM5G801627	GRMZM2G064594	0.33361333376968
GRMZM2G033656	GRMZM2G080767	0.33361333376968
GRMZM2G053713	GRMZM2G041561	0.33361333376968
GRMZM2G134717	GRMZM2G066169	0.33361333376968
GRMZM2G148022	GRMZM2G047968	0.332739512818101
GRMZM2G412430	GRMZM2G045314	0.330139957931236
GRMZM2G395749	GRMZM2G054936	0.329532624247278
GRMZM2G019106	GRMZM2G047968	0.329532624247278
GRMZM2G017349	GRMZM2G047968	0.329484775746705
GRMZM2G144346	GRMZM2G047968	0.329161129043442
GRMZM2G108959	GRMZM2G047968	0.329161129043442
GRMZM2G119865	GRMZM2G106622	0.329042107218917
GRMZM2G395842	GRMZM2G150631	0.329042107218917
GRMZM2G089050	GRMZM2G066169	0.328290975770466
GRMZM2G091964	GRMZM2G064594	0.328229048288765
GRMZM2G180947	GRMZM2G064732	0.328229048288765
GRMZM2G067436	GRMZM2G064732	0.327326871089028
